ID,SKU,Name,Published,Images
3748,SS-TS-100-B,"100x STD Tek Screws Black",1,https://fencesperth.com/wp-content/uploads/2023/03/STD-Tek-Screws-Black-x100-2.jpg
3785,ZF-Combo-DGDBH-HD-1,"Single Gate Kit - Heavy Duty",1,"https://fencesperth.com/wp-content/uploads/2023/03/Single-Gate-Kit-Heavy-Duty.jpg, https://fencesperth.com/wp-content/uploads/2023/03/Fencing-Suppliers-Perth-Standard-Hinge-V1.png, https://fencesperth.com/wp-content/uploads/2023/03/Fencing-Deluxe-Latch-Keyed-Alike.jpg"
3789,ZF-Combo-SGHL-HDD-1,"Single Gate Kit - Heavy Duty Deluxe",1,"https://fencesperth.com/wp-content/uploads/2023/03/Single-Gate-Kit-Heavy-Duty-Deluxe.jpg, https://fencesperth.com/wp-content/uploads/2023/03/Fencing-Deluxe-Latch-Keyed-Alike.jpg, https://fencesperth.com/wp-content/uploads/2023/03/Security-Fencing-TrueClose-Heavy-Duty-Hinges.jpg"
3798,ZF-Combo-DGDBH-HD-1-1,"Double Gate Kit - Heavy Duty",1,"https://fencesperth.com/wp-content/uploads/2023/03/Double-Gate-Kit-Heavy-Duty.png, https://fencesperth.com/wp-content/uploads/2023/03/Fencing-Suppliers-Perth-Standard-Hinge-V1.png, https://fencesperth.com/wp-content/uploads/2023/03/Fencing-Deluxe-Latch-Keyed-Alike.jpg"
3803,ZF-CI3720B,"1x Bolt-On Heavy Duty Hinge (Rated To 250kg)",1,"https://fencesperth.com/wp-content/uploads/2023/03/1x-Bolt-On-Heavy-Duty-Hinge-Rated-To-250kg.jpg, https://fencesperth.com/wp-content/uploads/2023/03/Security-Fencing-Heavy-Duty-Hinge-Details.jpg"
3812,S-120ROD-4PK,"4x M10 x 120mm - Threaded Rod (Chemical Anchor Bolts)",1,https://fencesperth.com/wp-content/uploads/2023/03/4x-M10-Rods-x-120mm-Base-PL-HD-Bolts.png
3949,GROUT-KWIKSET,"KwikSet Cement 20kg Bag",1,https://fencesperth.com/wp-content/uploads/2023/03/kwikset-Cement-20kg.jpg
4080,FINN-1200-0975-G-B,"FINN Angle GATE - 1200H x 975W",1,"https://fencesperth.com/wp-content/uploads/2022/05/Finn-Angle-Fences-Gate-1200H-x-975W-Black-V1.png, https://fencesperth.com/wp-content/uploads/2022/05/Gate-1200H-Details.jpg"
4082,FINN-1200-0975-G-W,"FINN Angle GATE - 1200H x 975W",1,https://fencesperth.com/wp-content/uploads/2022/03/FINN-1200-0975-G-W.jpg
4084,FINN-1200-2000-P-B,"FINN Angle PANEL - 1200H x 2000W",1,"https://fencesperth.com/wp-content/uploads/2022/05/Finn-Angle-Fences-Panel-1200H-x-2000W-Black-V1.png, https://fencesperth.com/wp-content/uploads/2022/05/Panel-1200H-Details.jpg"
4086,FINN-1200-2000-P-W,"FINN Angle PANEL - 1200H x 2000W",1,https://fencesperth.com/wp-content/uploads/2022/03/FINN-1200-2000-P-W.jpg
4088,FINN-1800-0975-G-B,"FINN Angle GATE - 1800H x 975W",1,"https://fencesperth.com/wp-content/uploads/2022/03/FINN-1800-0975-G-B.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-09-at-12.20.49-pm.png"
4090,FINN-1800-0975-G-W,"FINN Angle GATE - 1800H x 975W",1,https://fencesperth.com/wp-content/uploads/2022/03/FINN-1800-0975-G-W.jpg
4092,FINN-1800-2000-P-B,"FINN Angle PANEL - 1800H x 2000W",1,"https://fencesperth.com/wp-content/uploads/2022/03/FINN-1800-2000-P-B.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-09-at-12.18.52-pm.png"
4094,FINN-1800-2000-P-W,"FINN Angle PANEL - 1800H x 2000W",1,https://fencesperth.com/wp-content/uploads/2022/03/FINN-1800-2000-P-W.jpg
4096,FINN-BH4-W,"4x Finn Fencing Brackets Incl 10 Tek Screws - White",1,https://fencesperth.com/wp-content/uploads/2022/03/FINN-BH4-W.jpg
4098,SS-1600-BP-B,"Post - 50x50mm x 1600mm Aluminium Base Plate Fencing Post - B",1,"https://fencesperth.com/wp-content/uploads/2022/05/Fencing-Ali-50x50-Post-1600L-Black-With-Base-Plate-2.png, https://fencesperth.com/wp-content/uploads/2022/05/FINN-Fencing-Post-Base-Plate-50x50-Details.jpg"
4099,SS-1800-B,"Post - 50x50mm x 1800mm Aluminium Pool Fence Post - B",1,https://fencesperth.com/wp-content/uploads/2022/06/Post-50x50mm-x-1800mm-Aluminium-Pool-Fencing-Post-Black.png
4101,SS-2100-B,"Post - 50x50mm x 2100mm Aluminium Anchor Fin Fencing Post - B",'-1,"https://fencesperth.com/wp-content/uploads/2022/05/Fencing-Ali-50x50-Post-2100-Black-With-Anchor-Fin-2.png, https://fencesperth.com/wp-content/uploads/2022/05/FINN-Fencing-Post-Anchor-Fin-50x50-Details.jpg"
4103,XP-2400-65HD-B,"Post – 65x65mm x 2400mm Aluminium Heavy Duty Fencing Post - B",1,https://fencesperth.com/wp-content/uploads/2022/03/XP-2400-65HD-B.jpg
4105,XP-2400-65HD-W,"Post – 65x65mm x 2400mm Aluminium Heavy Duty Fencing Post - W",1,https://fencesperth.com/wp-content/uploads/2022/03/XP-2400-65HD-W.jpg
4107,XP-2400-FP-W,"Post – 50x50mm x 2400mm Aluminium Slat Fencing Post - W",1,"https://fencesperth.com/wp-content/uploads/2022/05/Post-50x50mm-x-2400mm-Heavy-Duty-Aluminium-Slat-Fencing-Post-White-2.png, https://fencesperth.com/wp-content/uploads/2022/05/Ali-Post-Material-50x50-2400mm-Long-Details.jpg"
4109,XP-6000-65HD-B,"Post – 65x65mm x 6000mm Aluminium Heavy Duty Fencing Post - B",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-6000-65HD-B.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-8.02.12-pm.png"
4111,XP-6000-65HD-W,"Post – 65x65mm x 6000mm Aluminium Heavy Duty Fencing Post - W",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-6000-65HD-W.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-02-at-8.02.12-pm.png"
4113,XP-6000-FP-W,"Post – 50x50mm x 6000mm Aluminium Slat Fencing Post - W",1,"https://fencesperth.com/wp-content/uploads/2022/05/Post-50x50mm-x-6000mm-Heavy-Duty-Aluminium-Slat-Fencing-Post-White-2.png, https://fencesperth.com/wp-content/uploads/2022/05/Ali-Post-Material-50x50-2400mm-Long-Details.jpg"
4115,XP-65BP-SET-B,"BASE PLATE SET - 65MM Post - B",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-65BP-SET-B.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-03-at-2.17.54-pm.png"
4117,XP-65BP-SET-W,"BASE PLATE SET - 65MM Post - W",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-65BP-SET-W.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-03-at-2.17.54-pm.png"
4119,XP-65DC-2P-B,"DOMICAL COVER - 2 Part - Suits 65MM HD Posts - B",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-65DC-2P-B.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-03-at-2.20.29-pm.png"
4121,XP-65DC-2P-W,"XPRESS Screening - 2 PART DOMICAL COVER - W",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-65DC-2P-W.png, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-03-at-2.20.29-pm.png"
4123,XP-65TP-B,"XPRESS Screening - TOP PLATE FLAT (with lugs) - B",1,https://fencesperth.com/wp-content/uploads/2022/03/XP-65TP-B.jpg
4125,XP-65TP-W,"XPRESS Screening - TOP PLATE FLAT (with lugs) - W",1,https://fencesperth.com/wp-content/uploads/2022/03/XP-65TP-W.jpg
4127,XP-BP-SET-W,"XPRESS Screening - BASE PLATE SET - W",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-BP-SET-W.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-03-at-2.15.11-pm.png"
4129,XP-DC-2P-B,"DOMICAL COVER - 2 Part - Suits 50MM Posts - B",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-DC-2P-B.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-03-at-2.20.29-pm.png"
4131,XP-DC-2P-W,"DOMICAL COVER - 2 Part - Suits 50MM Posts - W",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-DC-2P-W.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-03-at-2.20.29-pm.png"
4133,XP-DR-B,"DRESS RING - Suits 50MM Posts - B",1,"https://fencesperth.com/wp-content/uploads/2022/03/XP-DR-B.jpg, https://fencesperth.com/wp-content/uploads/2022/04/Screen-Shot-2022-04-03-at-2.26.13-pm.png"
4135,XP-TP-W,"XPS - TOP PLATE - 50mm Posts - W",1,https://fencesperth.com/wp-content/uploads/2022/03/XP-TP-W.jpg
4139,FINN-BH4-B,"4x Finn Fencing Brackets Incl 10x Tek Screws - B",1,https://fencesperth.com/wp-content/uploads/2022/03/SS-BH4-B.png
4193,C12PGG,"SOFT CLOSE - Pool Gate to Hinge Panel - 12mm",1,https://fencesperth.com/wp-content/uploads/2022/03/12MM-CLEAR-GLASS-POLARIS-PREMIUM-GLASS-TO-GLASS-GATE-800mm-X-1200mm.jpeg
4194,C12PWG,"SOFT CLOSE - Pool Gate to Wall/Post - 12mm",1,https://fencesperth.com/wp-content/uploads/2022/03/12mm-Polaris-wall-or-post-gate-panel-900mm-x-1200mm.jpeg
4195,C12NH,"STD Hinge Panel",1,https://fencesperth.com/wp-content/uploads/2022/03/12mm-Master-range-hinge-panel-1800mm-x-1200mm.jpeg
4196,C12NPH,"SOFT CLOSE - Hinge Panel",1,https://fencesperth.com/wp-content/uploads/2022/03/hinge-panel-polaris.webp
4199,C12PGG-0800,"SOFT CLOSE - Pool Gate to Hinge Panel - 12mm - 800W",1,https://fencesperth.com/wp-content/uploads/2022/03/C12PGG-0800.jpg
4201,C12PGG-0900,"SOFT CLOSE - Pool Gate to Hinge Panel - 12mm - 900W",1,https://fencesperth.com/wp-content/uploads/2022/03/C12PGG-0900.jpg
4204,C12PWG-0800,"SOFT CLOSE - Pool Gate to Wall/Post - 12mm - 800W",1,https://fencesperth.com/wp-content/uploads/2022/03/C12PWG-0800.jpg
4206,C12PWG-0900,"SOFT CLOSE - Pool Gate to Wall/Post - 12mm - 900W",1,https://fencesperth.com/wp-content/uploads/2022/03/C12PWG-0900.jpg
4209,C12NH-0600,"STD Hinge Panel - 600mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NH-0600.jpg
4211,C12NH-0800,"STD Hinge Panel - 800mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NH-0800.jpg
4213,C12NH-1000,"STD Hinge Panel - 1000mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NH-1000.jpg
4215,C12NH-1100,"STD Hinge Panel - 1100mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NH-1100.jpg
4217,C12NH-1200,"STD Hinge Panel - 1200mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NH-1200.jpg
4219,C12NH-1300,"STD Hinge Panel - 1300mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NH-1300.jpg
4221,C12NH-1400,"STD Hinge Panel - 1400mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NH-1400.jpg
4223,C12NH-1500,"STD Hinge Panel - 1500mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NH-1500.jpg
4225,C12NH-1600,"STD Hinge Panel - 1600mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NH-1600.jpg
4227,C12NH-1700,"STD Hinge Panel - 1700mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NH-1700.jpg
4229,C12NH-1800,"STD Hinge Panel - 1800mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NH-1800.jpg
4232,C12NPH-0600,"SOFT CLOSE - Hinge Panel - 600mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NPH-0600.jpg
4234,C12NPH-0800,"SOFT CLOSE - Hinge Panel - 800mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NPH-0800.jpg
4236,C12NPH-1000,"SOFT CLOSE - Hinge Panel - 1000mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NPH-1000.jpg
4238,C12NPH-1100,"SOFT CLOSE - Hinge Panel - 1100mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NPH-1100.jpg
4240,C12NPH-1200,"SOFT CLOSE - Hinge Panel - 1200mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NPH-1200.jpg
4242,C12NPH-1300,"SOFT CLOSE - Hinge Panel - 1300mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NPH-1300.jpg
4244,C12NPH-1400,"SOFT CLOSE - Hinge Panel - 1400mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NPH-1400.jpg
4246,C12NPH-1500,"SOFT CLOSE - Hinge Panel - 1500mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NPH-1500.jpg
4248,C12NPH-1600,"SOFT CLOSE - Hinge Panel - 1600mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NPH-1600.jpg
4250,C12NPH-1700,"SOFT CLOSE - Hinge Panel - 1700mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NPH-1700.jpg
4252,C12NPH-1800,"SOFT CLOSE - Hinge Panel - 1800mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NPH-1800.jpg
4253,C12N,"POOL PANEL - No Holes",1,"https://fencesperth.com/wp-content/uploads/2022/03/Untitled-1.png, https://fencesperth.com/wp-content/uploads/2022/02/frameless-pool-fencing-copy-scaled.jpg, https://fencesperth.com/wp-content/uploads/2022/02/pool-fences-perth.jpeg, https://fencesperth.com/wp-content/uploads/2022/02/Glass-Pool-Fencing-Melbourne.jpeg"
4256,C12N-0200,"POOL PANEL - No Holes - 200mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-0200.jpg
4258,C12N-0250,"POOL PANEL - No Holes - 250mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-0250.jpg
4260,C12N-0300,"POOL PANEL - No Holes - 300mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-0300.jpg
4262,C12N-0350,"POOL PANEL - No Holes - 350mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-0350.jpg
4264,C12N-0400,"POOL PANEL - No Holes - 400mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-0400.jpg
4266,C12N-0450,"POOL PANEL - No Holes - 450mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-0450.jpg
4268,C12N-0500,"POOL PANEL - No Holes - 500mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-0500.jpg
4270,C12N-0550,"POOL PANEL - No Holes - 550mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-0550.jpg
4272,C12N-0600,"POOL PANEL - No Holes - 600mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-0600.jpg
4274,C12N-0650,"POOL PANEL - No Holes - 650mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-0650.jpg
4276,C12N-0700,"POOL PANEL - No Holes - 700mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-0700.jpg
4278,C12N-0750,"POOL PANEL - No Holes - 750mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-0750.jpg
4280,C12N-0800,"POOL PANEL - No Holes - 800mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-0800.jpg
4282,C12N-0850,"POOL PANEL - No Holes - 850mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-0850.jpg
4284,C12N-0900,"POOL PANEL - No Holes - 900mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-0900.jpg
4286,C12N-0950,"POOL PANEL - No Holes - 950mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-0950.jpg
4288,C12N-1000,"POOL PANEL - No Holes - 1000mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1000.jpg
4290,C12N-1050,"POOL PANEL - No Holes - 1050mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1050.jpg
4292,C12N-1100,"POOL PANEL - No Holes - 1100mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1100.jpg
4294,C12N-1150,"POOL PANEL - No Holes - 1150mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1150.jpg
4296,C12N-1200,"POOL PANEL - No Holes - 1200mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1200.jpg
4298,C12N-1250,"POOL PANEL - No Holes - 1250mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1250.jpg
4300,C12N-1300,"POOL PANEL - No Holes - 1300mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1300.jpg
4302,C12N-1350,"POOL PANEL - No Holes - 1350mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1350.jpg
4304,C12N-1400,"POOL PANEL - No Holes - 1400mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1400.jpg
4306,C12N-1450,"POOL PANEL - No Holes - 1450mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1450.jpg
4308,C12N-1500,"POOL PANEL - No Holes - 1500mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1500.jpg
4310,C12N-1550,"POOL PANEL - No Holes - 1550mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1550.jpg
4312,C12N-1600,"POOL PANEL - No Holes - 1600mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1600.jpg
4313,C12NRP,"RETAINING WALL PANEL - Frameless",1,"https://fencesperth.com/wp-content/uploads/2022/03/Rakedall.jpeg, https://fencesperth.com/wp-content/uploads/2022/03/12NRP2-400x137-1.webp, https://fencesperth.com/wp-content/uploads/2022/03/12NRP3-400x195-1.webp"
4315,C12N-1650,"POOL PANEL - No Holes - 1650mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1650.jpg
4317,C12N-1700,"POOL PANEL - No Holes - 1700mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1700.jpg
4319,C12N-1750,"POOL PANEL - No Holes - 1750mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1750.jpg
4321,C12N-1800,"POOL PANEL - No Holes - 1800mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1800.jpg
4323,C12N-1850,"POOL PANEL - No Holes - 1850mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1850.jpg
4325,C12N-1900,"POOL PANEL - No Holes - 1900mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1900.jpg
4327,C12N-1950,"POOL PANEL - No Holes - 1950mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-1950.jpg
4329,C12N-2000,"POOL PANEL - No Holes - 2000mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12N-2000.jpg
4332,C12NRP-1400HT,"RETAINING WALL PANEL - Frameless - 1400mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NRP-1400HT.jpg
4334,C12NRP-1500HT,"RETAINING WALL PANEL - Frameless - 1500mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NRP-1500HT.jpg
4336,C12NRP-1600HT,"RETAINING WALL PANEL - Frameless - 1600mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NRP-1600HT.jpg
4338,C12NRP-1700HT,"RETAINING WALL PANEL - Frameless - 1700mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NRP-1700HT.jpg
4340,C12NRP-1800HT,"RETAINING WALL PANEL - Frameless - 1800mm",1,https://fencesperth.com/wp-content/uploads/2022/03/C12NRP-1800HT.jpg
4344,LR-DF-SBP-P,"BASE PLATE Spigot - Round - Adjustable",1,https://fencesperth.com/wp-content/uploads/2022/03/LR-DF-SBP-P.jpg
4346,LR-DF-SBP-S,"BASE PLATE Spigot - Round - Adjustable",1,https://fencesperth.com/wp-content/uploads/2022/03/LR-DF-SBP-S.jpg
4348,LS-DF-SBP-B,"BASE PLATE Spigot - Square",1,"https://fencesperth.com/wp-content/uploads/2022/03/LS-DF-SBP-B.jpg, https://fencesperth.com/wp-content/uploads/2022/03/LS-DF-SBP-B.png, https://fencesperth.com/wp-content/uploads/2022/03/Friction-Fit-3.jpeg, https://fencesperth.com/wp-content/uploads/2022/03/Lifestyle-Square-Base-Plate-Spigot.jpeg"
4350,LS-DF-SBP-P,"BASE PLATE Spigot - Square - Adjustable",1,"https://fencesperth.com/wp-content/uploads/2022/03/LS-DF-SBP-P.jpg, https://fencesperth.com/wp-content/uploads/2022/03/LS-DF-SBP-B.png, https://fencesperth.com/wp-content/uploads/2022/03/Friction-Fit-3.jpeg, https://fencesperth.com/wp-content/uploads/2022/03/Lifestyle-Square-Base-Plate-Spigot.jpeg"
4352,LS-DF-SBP-S,"BASE PLATE Spigot - Square - Adjustable",1,"https://fencesperth.com/wp-content/uploads/2022/03/LS-DF-SBP-S.jpg, https://fencesperth.com/wp-content/uploads/2022/03/LS-DF-SBP-B.png, https://fencesperth.com/wp-content/uploads/2022/03/Friction-Fit-3.jpeg, https://fencesperth.com/wp-content/uploads/2022/03/Lifestyle-Square-Base-Plate-Spigot.jpeg"
4354,MAD-FACEM-3PKR-B,"MADRID - Spigot Height Packer - Face Mount",1,"https://fencesperth.com/wp-content/uploads/2022/03/MAD-FACEM-3PKR-B.jpg, https://fencesperth.com/wp-content/uploads/2022/03/Screen-Shot-2022-03-15-at-1.13.18-pm.png"
4356,MAD-FACEM-3PKR-P,"MADRID - Spigot Height Packer - Face Mount",1,"https://fencesperth.com/wp-content/uploads/2022/03/MAD-FACEM-3PKR-P.jpg, https://fencesperth.com/wp-content/uploads/2022/03/Screen-Shot-2022-03-15-at-1.13.18-pm.png"
4358,MAD-FACEM-3PKR-S,"MADRID - Spigot Height Packer - Face Mount",1,"https://fencesperth.com/wp-content/uploads/2022/03/MAD-FACEM-3PKR-S.jpg, https://fencesperth.com/wp-content/uploads/2022/03/Screen-Shot-2022-03-15-at-1.13.18-pm.png"
